Main Category,Sub Category,Parameter,Weight,Current Score,Target Score,Gap Score,Severity,Current Observation,Gap Identified,Detailed Gap Analysis,Root Cause,Business Impact,Technical Impact,Risk Level,Recommendation,Alternative Solutions,Recommended Approach,Dependencies,Complexity,Estimated Effort,AI Confidence,Owner,Action Plan,Implementation Plan,Success Criteria,Validation Method,Test Cases,Status,Reviewer Comments,AI Review Notes,Can Software Solve Instead of AI?,AI Really Required?,Can This Become Reusable Software?,Can This Become Configurable Feature?,Can This Be Automated?,Can This Self-Learn?,Can This Self-Evolve?,Can This Self-Test?,Can This Self-Heal?,Can This Be Generated by AI?,Can This Be Reused Elsewhere?,Date Reviewed,Next Review Date,Version,recommendation for AI mdoel from Anthropic AI for this evaluation,Evaluation Phase (Sequence)
VERIDIAN AI OS Platform & Core Systems,Policy Enforcement Engine,Policy Enforcement Engine: Policy rule coverage across all live modules,4,3,5,2,Medium,"policy-enforcement-engine.ts::enforcePolicy() is wired at exactly 2 real call sites per CONSTITUTION.yaml SEC-01: VERI Chat (chat-service.ts::generateAiReply()) and VERI FDE (fde-service.ts::submitFdeRequest()). Explicitly not_yet_wired: loops/*.ts, document-extraction-service.ts, api/ai/orchestrate/route.ts + task-execution-engine.ts.",3 named surfaces still unwired,The engine's own constitution entry honestly lists 3 unwired surfaces rather than claiming full coverage.,"Phased rollout by design (chat/FDE were the highest-traffic user-facing surfaces, prioritized first)",System-generated task descriptions and document extraction bypass the deterministic policy gate today,"Lower injection/business-purpose risk on these surfaces was the stated reason for lower priority, but it is unverified, not proven zero-risk",Medium,Close: 3 named surfaces still unwired,Phase the fix incrementally rather than a single large change,Targeted fix scoped to the specific file(s)/mechanism cited in the observation,None,Medium,3-5 days,High,Platform Governance / Security Team,Scope and fix: 3 named surfaces still unwired,"PR against the cited file(s), independent audit before merge per standing repo practice, then re-verify via the validation method",Re-grep/re-query confirms 3 named surfaces still unwired is resolved; no regression in adjacent tests,grep + direct code review (compliance-tracker/src); cross-checked against ai-os/CONSTITUTION.yaml and control/CONTROLLER.yaml,Re-run the cited grep/SQL check against current main; re-verify the specific file:line evidence still holds,Evaluated - Gap Open,,"Evaluated via direct code/DB grounding (grep, file reads, Supabase MCP execute_sql/get_advisors), cross-checked against CONSTITUTION.yaml and CONTROLLER.yaml rather than trusting prior memory claims at face value.",Yes,No,Yes,Yes,Yes,No,No,Yes,Partial,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Sonnet 5,Phase 4 - Cross-Module & Platform Integration
VERIDIAN AI OS Platform & Core Systems,Policy Enforcement Engine,Policy Enforcement Engine: Real-time enforcement latency under load,3,3,5,2,Medium,"The engine is described as 'deterministic regex/keyword, NOT an LLM classifier -- free, instant' by design; no load-test evidence was found quantifying actual latency under concurrent traffic.",No load-test evidence,"Design intent (instant, zero-cost) is credible given the deterministic approach, but not independently benchmarked under real concurrent load.",No load-testing harness targets enforcePolicy() specifically,Unverified whether latency holds at high concurrency (e.g. many simultaneous VERI Chat sessions),N/A -- would need a load test to close,Medium,Close: No load-test evidence,Phase the fix incrementally rather than a single large change,Targeted fix scoped to the specific file(s)/mechanism cited in the observation,None,Medium,3-5 days,High,Platform Governance / Security Team,Scope and fix: No load-test evidence,"PR against the cited file(s), independent audit before merge per standing repo practice, then re-verify via the validation method",Re-grep/re-query confirms no load-test evidence is resolved; no regression in adjacent tests,grep + direct code review (compliance-tracker/src); cross-checked against ai-os/CONSTITUTION.yaml and control/CONTROLLER.yaml,Re-run the cited grep/SQL check against current main; re-verify the specific file:line evidence still holds,Evaluated - Gap Open,,"Evaluated via direct code/DB grounding (grep, file reads, Supabase MCP execute_sql/get_advisors), cross-checked against CONSTITUTION.yaml and CONTROLLER.yaml rather than trusting prior memory claims at face value.",Yes,No,Yes,Yes,Yes,No,No,Yes,Partial,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Sonnet 5,Phase 4 - Cross-Module & Platform Integration
VERIDIAN AI OS Platform & Core Systems,Policy Enforcement Engine,Policy Enforcement Engine: Conflict resolution when multiple policies apply simultaneously,5,3,5,2,Medium,"enforcePolicy() runs a fixed ordered pipeline (Authentication -> Role/RLS -> Domain Validity -> Prompt-Injection -> Business-Purpose -> DENY/ALLOW), which resolves conflicts by precedence order rather than an explicit conflict-resolution matrix.",No documented conflict-resolution policy beyond pipeline order,"Ordering-as-precedence works for the current 5-stage pipeline but isn't documented as a deliberate conflict-resolution strategy, making it harder to reason about as more checks are added.",Pipeline order was chosen pragmatically (fail fast on cheapest checks first: auth before business-purpose),"Low today (5 stages, clear order); risk grows if more overlapping policies are added without a documented precedence rule",N/A,Medium,Close: No documented conflict-resolution policy beyond pipeline order,Phase the fix incrementally rather than a single large change,Targeted fix scoped to the specific file(s)/mechanism cited in the observation,None,Medium,3-5 days,High,Platform Governance / Security Team,Scope and fix: No documented conflict-resolution policy beyond pipeline order,"PR against the cited file(s), independent audit before merge per standing repo practice, then re-verify via the validation method",Re-grep/re-query confirms no documented conflict-resolution policy beyond pipeline order is resolved; no regression in adjacent tests,grep + direct code review (compliance-tracker/src); cross-checked against ai-os/CONSTITUTION.yaml and control/CONTROLLER.yaml,Re-run the cited grep/SQL check against current main; re-verify the specific file:line evidence still holds,Evaluated - Gap Open,,"Evaluated via direct code/DB grounding (grep, file reads, Supabase MCP execute_sql/get_advisors), cross-checked against CONSTITUTION.yaml and CONTROLLER.yaml rather than trusting prior memory claims at face value.",Yes,No,Yes,Yes,Yes,No,No,Yes,Partial,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Opus 4.8,Phase 4 - Cross-Module & Platform Integration
VERIDIAN AI OS Platform & Core Systems,Policy Enforcement Engine,Policy Enforcement Engine: Explainability of policy denial surfaced to the end user,4,3,5,2,Medium,"DENY responses are real and surfaced, but SEC-03's own gap note (full text only for denials, 500-char excerpt) means the explanation given to the end user vs. what's auditable afterward may not fully match.",Partial explainability,"A user sees why they were denied in the moment, but the durable audit record is an excerpt, not the full context.",Same audit-depth root cause as Guardrail Engine's row 35,Support/compliance review of a past denial has less context than the user originally saw,N/A,Medium,Close: Partial explainability,Phase the fix incrementally rather than a single large change,Targeted fix scoped to the specific file(s)/mechanism cited in the observation,None,Medium,3-5 days,High,Platform Governance / Security Team,Scope and fix: Partial explainability,"PR against the cited file(s), independent audit before merge per standing repo practice, then re-verify via the validation method",Re-grep/re-query confirms partial explainability is resolved; no regression in adjacent tests,grep + direct code review (compliance-tracker/src); cross-checked against ai-os/CONSTITUTION.yaml and control/CONTROLLER.yaml,Re-run the cited grep/SQL check against current main; re-verify the specific file:line evidence still holds,Evaluated - Gap Open,,"Evaluated via direct code/DB grounding (grep, file reads, Supabase MCP execute_sql/get_advisors), cross-checked against CONSTITUTION.yaml and CONTROLLER.yaml rather than trusting prior memory claims at face value.",Yes,No,Yes,Yes,Yes,No,No,Yes,Partial,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Opus 4.8,Phase 4 - Cross-Module & Platform Integration
VERIDIAN AI OS Platform & Core Systems,Policy Enforcement Engine,Policy Enforcement Engine: Update propagation time after a policy change,3,2,5,3,High,"enforcePolicy() is compiled code, same as Guardrail Engine -- a policy change (e.g. adding a new prompt-injection pattern) requires a PR/CI/redeploy cycle, no runtime propagation mechanism found.",No fast-propagation mechanism,"Policy updates take a full deploy cycle to reach production, same class of gap as guardrail updates.",Deterministic code-based design trades runtime configurability for type-safety/testability,A newly-identified injection pattern isn't blocked platform-wide until the next deploy,N/A,High,Close: No fast-propagation mechanism,Phase the fix incrementally rather than a single large change,Targeted fix scoped to the specific file(s)/mechanism cited in the observation,None,Medium,3-5 days,High,Platform Governance / Security Team,Scope and fix: No fast-propagation mechanism,"PR against the cited file(s), independent audit before merge per standing repo practice, then re-verify via the validation method",Re-grep/re-query confirms no fast-propagation mechanism is resolved; no regression in adjacent tests,grep + direct code review (compliance-tracker/src); cross-checked against ai-os/CONSTITUTION.yaml and control/CONTROLLER.yaml,Re-run the cited grep/SQL check against current main; re-verify the specific file:line evidence still holds,Evaluated - Gap Open,,"Evaluated via direct code/DB grounding (grep, file reads, Supabase MCP execute_sql/get_advisors), cross-checked against CONSTITUTION.yaml and CONTROLLER.yaml rather than trusting prior memory claims at face value.",Yes,No,Yes,Yes,Yes,No,No,Yes,Partial,Partial,Yes,2026-07-16,2026-08-16,v1,Claude Sonnet 5,Phase 4 - Cross-Module & Platform Integration
VERIDIAN AI OS Platform & Core Systems,Policy Enforcement Engine,Policy Enforcement Engine: Policy simulation/dry-run before enforcement goes live,4,2,5,3,High,"No dry-run/simulation mode found via grep of policy-enforcement-engine.ts -- enforcePolicy() appears to only run in live enforce mode, no 'evaluate but don't block' flag.",No simulation/dry-run capability,A policy author cannot test a new rule against real traffic before it starts actively denying requests.,Engine was built enforcement-first; a shadow/dry-run mode was not part of the original scope,Risk of a new policy rule causing unexpected denials in production with no pre-flight validation,N/A -- would need a new mode added to enforcePolicy(),High,Close: No simulation/dry-run capability,Phase the fix incrementally rather than a single large change,Targeted fix scoped to the specific file(s)/mechanism cited in the observation,None,Medium,3-5 days,High,Platform Governance / Security Team,Scope and fix: No simulation/dry-run capability,"PR against the cited file(s), independent audit before merge per standing repo practice, then re-verify via the validation method",Re-grep/re-query confirms no simulation/dry-run capability is resolved; no regression in adjacent tests,grep + direct code review (compliance-tracker/src); cross-checked against ai-os/CONSTITUTION.yaml and control/CONTROLLER.yaml,Re-run the cited grep/SQL check against current main; re-verify the specific file:line evidence still holds,Evaluated - Gap Open,,"Evaluated via direct code/DB grounding (grep, file reads, Supabase MCP execute_sql/get_advisors), cross-checked against CONSTITUTION.yaml and CONTROLLER.yaml rather than trusting prior memory claims at face value.",Yes,No,Yes,Yes,Yes,No,No,Yes,Partial,Partial,Yes,2026-07-16,2026-08-16,v1,Claude Sonnet 5,Phase 4 - Cross-Module & Platform Integration
VERIDIAN AI OS Platform & Core Systems,VCEL Computation Engines (247 engines / 25 categories),VCEL Computation Engines (247 engines / 25 categories): Implemented (41) vs registered (247) engine coverage ratio,4,4,5,1,Low,"Live-reproducible SQL in docs/master/CAPABILITY_COVERAGE.md confirms 211 of 247 engines implemented (85.4%), up from the 41 cited in older memory -- a real, current, honestly-graded catalog (computationEngines.status: implemented/partial/not_started), not an aspirational count.","36 of 247 engines remain not_started (Manufacturing's 11 explicitly out of scope, 25 others across various categories genuinely unbuilt)","36 of 247 engines remain not_started (Manufacturing's 11 explicitly out of scope, 25 others across various categories genuinely unbuilt). Continue the documented roadmap (Accounting/Payroll/Inventory next); re-run the SQL query in CAPABILITY_COVERAGE.md each review cycle.","Registry was seeded with the full 247-entry taxonomy on day one; implementation proceeds by business priority, not registry order.","Coverage is strong and growing; the remaining gap is understood and roadmapped, not hidden.","See gap analysis: 36 of 247 engines remain not_started (Manufacturing's 11 explicitly out of scope, 25 others across various categories genuinely unbuilt)",Low,Continue the documented roadmap (Accounting/Payroll/Inventory next); re-run the SQL query in CAPABILITY_COVERAGE.md each review cycle.,None identified,Continue the documented roadmap (Accounting/Payroll/Inventory next); re-run the SQL query in CAPABILITY_COVERAGE.md each review cycle.,None,Medium,ongoing,High,Backend Engineering,Continue the documented roadmap (Accounting/Payroll/Inventory next); re-run the SQL query in CAPABILITY_COVERAGE.md each review cycle.,Continue the documented roadmap (Accounting/Payroll/Inventory next); re-run the SQL query in CAPABILITY_COVERAGE.md each review cycle.,Gap closed and re-verified via docs/master/CAPABILITY_COVERAGE.md SQL re-run,docs/master/CAPABILITY_COVERAGE.md SQL re-run,Re-verify via docs/master/CAPABILITY_COVERAGE.md SQL re-run after remediation,Evaluated - Gap Open,,Assessed via docs/master/CAPABILITY_COVERAGE.md SQL re-run on 2026-07-16.,Yes,No,Yes,Yes,Yes,No,No,No,No,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Sonnet 5,"Phase 2 - Security, Compliance & Governance"
VERIDIAN AI OS Platform & Core Systems,VCEL Computation Engines (247 engines / 25 categories),VCEL Computation Engines (247 engines / 25 categories): Deterministic-output verification (identical output for identical input),4,3,4,1,Medium,"Engines are hand-written pure TypeScript functions (e.g. src/lib/engines/*.ts) with no side effects observed in the sampled files (grc-workflow-engine.ts, gst-engine.ts) -- structurally deterministic by construction.","No automated regression suite asserts identical-input-identical-output across all 211 implemented engines; determinism is a property of the code style, not independently verified by a test harness","No automated regression suite asserts identical-input-identical-output across all 211 implemented engines; determinism is a property of the code style, not independently verified by a test harness. Add a property-based test asserting f(x)===f(x) for a sample of engines, expanding to full coverage over time.","No golden-value/property-based test suite exists yet (same gap as row 20, Formula Testing Framework).",An accidental non-deterministic dependency (e.g. Date.now() used without an explicit referenceDate parameter) could regress silently.,"See gap analysis: No automated regression suite asserts identical-input-identical-output across all 211 implemented engines; determinism is a property of the code style, not independently verified by a test harness",Medium,"Add a property-based test asserting f(x)===f(x) for a sample of engines, expanding to full coverage over time.",None identified,"Add a property-based test asserting f(x)===f(x) for a sample of engines, expanding to full coverage over time.",None,Medium,1-2 weeks,High,Backend Engineering,"Add a property-based test asserting f(x)===f(x) for a sample of engines, expanding to full coverage over time.","Add a property-based test asserting f(x)===f(x) for a sample of engines, expanding to full coverage over time.",Gap closed and re-verified via bun test,bun test,Re-verify via bun test after remediation,Evaluated - Gap Open,,Assessed via bun test on 2026-07-16.,Yes,No,Yes,Yes,Yes,No,No,No,No,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Sonnet 5,"Phase 2 - Security, Compliance & Governance"
VERIDIAN AI OS Platform & Core Systems,VCEL Computation Engines (247 engines / 25 categories),VCEL Computation Engines (247 engines / 25 categories): EMI / depreciation / gratuity engine accuracy against statutory formulas,5,3,5,2,Medium,"EMI/depreciation/gratuity-class engines exist per memory (veridian_vcel_computation_engines) and grc-workflow-engine.ts shows real statutory citations inline (e.g. POSH Act 2013 Sec 11(4)/Sec 4(2) with exact day counts) -- a genuine practice of citing the statute, not guessing.","No independent CA/actuarial sign-off or golden-value regression test confirms EMI/depreciation/gratuity outputs against official worked examples -- accuracy is self-asserted by the implementing engineer's citation, not externally verified","No independent CA/actuarial sign-off or golden-value regression test confirms EMI/depreciation/gratuity outputs against official worked examples -- accuracy is self-asserted by the implementing engineer's citation, not externally verified. Build a golden-value test suite sourced from official worked examples (EPFO/IT Dept published examples) for every statutory-formula engine.",No formal verification step (external SME review or published-example test) exists for statutory-formula engines.,A subtle formula error (e.g. wrong compounding period) in a financial engine could ship without an independent check.,"See gap analysis: No independent CA/actuarial sign-off or golden-value regression test confirms EMI/depreciation/gratuity outputs against official worked examples -- accuracy is self-asserted by the implementing engineer's citation, not externally verified",Medium,Build a golden-value test suite sourced from official worked examples (EPFO/IT Dept published examples) for every statutory-formula engine.,None identified,Build a golden-value test suite sourced from official worked examples (EPFO/IT Dept published examples) for every statutory-formula engine.,None,Medium,1-2 weeks,High,Backend Engineering,Build a golden-value test suite sourced from official worked examples (EPFO/IT Dept published examples) for every statutory-formula engine.,Build a golden-value test suite sourced from official worked examples (EPFO/IT Dept published examples) for every statutory-formula engine.,Gap closed and re-verified via Manual CA cross-check + golden-value test,Manual CA cross-check + golden-value test,Re-verify via Manual CA cross-check + golden-value test after remediation,Evaluated - Gap Open,,Assessed via Manual CA cross-check + golden-value test on 2026-07-16.,Yes,No,Yes,Yes,Yes,No,No,No,No,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Opus 4.8,"Phase 2 - Security, Compliance & Governance"
VERIDIAN AI OS Platform & Core Systems,VCEL Computation Engines (247 engines / 25 categories),"VCEL Computation Engines (247 engines / 25 categories): GST-split, PAN, GSTIN, IFSC validator correctness",5,4,5,1,Low,"GST engine (src/lib/engines/in/gst-engine.ts) is 100% wired (16/16, per CAPABILITY_COVERAGE.md) and gst/validation-engine.ts + reconciliation-engine.ts studied india-compliance/aerele's real GSTR-1/3B JSON shape (GPL-3.0, no code copied, clean-room per ARCH-06).","No independent test suite verifies PAN/GSTIN/IFSC checksum validators against the full range of official format edge cases (state-code prefixes, checksum algorithms) in one place","No independent test suite verifies PAN/GSTIN/IFSC checksum validators against the full range of official format edge cases (state-code prefixes, checksum algorithms) in one place. Consolidate PAN/GSTIN/IFSC validators into one tested shared module with edge-case coverage (checksum, state codes, format).","Validators were built inline with the features that needed them, not as a centrally tested shared library.",A malformed PAN/GSTIN/IFSC could be incorrectly accepted or rejected in an edge case not covered by ad hoc testing.,"See gap analysis: No independent test suite verifies PAN/GSTIN/IFSC checksum validators against the full range of official format edge cases (state-code prefixes, checksum algorithms) in one place",Low,"Consolidate PAN/GSTIN/IFSC validators into one tested shared module with edge-case coverage (checksum, state codes, format).",None identified,"Consolidate PAN/GSTIN/IFSC validators into one tested shared module with edge-case coverage (checksum, state codes, format).",None,Medium,3-5 days,High,Backend Engineering,"Consolidate PAN/GSTIN/IFSC validators into one tested shared module with edge-case coverage (checksum, state codes, format).","Consolidate PAN/GSTIN/IFSC validators into one tested shared module with edge-case coverage (checksum, state codes, format).",Gap closed and re-verified via bun test,bun test,Re-verify via bun test after remediation,Evaluated - Gap Open,,Assessed via bun test on 2026-07-16.,Yes,No,Yes,Yes,Yes,No,No,No,No,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Opus 4.8,"Phase 2 - Security, Compliance & Governance"
VERIDIAN AI OS Platform & Core Systems,VCEL Computation Engines (247 engines / 25 categories),VCEL Computation Engines (247 engines / 25 categories): Engine registry discoverability from the product UI,2,2,4,2,Medium,"Only 26 of 211 implemented engines (12.3%) are wired into Chain Selector dispatch (CAPABILITY_COVERAGE.md) -- the rest exist in code with zero UI discoverability; matches this row's own Target=2 (framework already flags this as a known, lower-bar item).",185 implemented engines are invisible to end users -- discoverable only by reading source code,185 implemented engines are invisible to end users -- discoverable only by reading source code. Follow the documented roadmap; consider a generic input-form generator from inputSchema/outputSchema JSON to unlock many engines at once instead of one-by-one UI work.,"Wiring an engine into Chain Selector requires input-field UI work per engine; deliberately sequenced by priority (CAPABILITY_COVERAGE.md roadmap), not done in bulk.","Most calculator value is locked behind a code-only interface, undermining self-service software-first value.",See gap analysis: 185 implemented engines are invisible to end users -- discoverable only by reading source code,Medium,Follow the documented roadmap; consider a generic input-form generator from inputSchema/outputSchema JSON to unlock many engines at once instead of one-by-one UI work.,None identified,Follow the documented roadmap; consider a generic input-form generator from inputSchema/outputSchema JSON to unlock many engines at once instead of one-by-one UI work.,None,Medium,2-4 weeks,High,Backend Engineering,Follow the documented roadmap; consider a generic input-form generator from inputSchema/outputSchema JSON to unlock many engines at once instead of one-by-one UI work.,Follow the documented roadmap; consider a generic input-form generator from inputSchema/outputSchema JSON to unlock many engines at once instead of one-by-one UI work.,Gap closed and re-verified via docs/master/CAPABILITY_COVERAGE.md SQL re-run,docs/master/CAPABILITY_COVERAGE.md SQL re-run,Re-verify via docs/master/CAPABILITY_COVERAGE.md SQL re-run after remediation,Evaluated - Gap Open,,Assessed via docs/master/CAPABILITY_COVERAGE.md SQL re-run on 2026-07-16.,Yes,No,Yes,Yes,Yes,No,No,No,No,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Haiku 4.5,"Phase 2 - Security, Compliance & Governance"
VERIDIAN AI OS Platform & Core Systems,VCEL Computation Engines (247 engines / 25 categories),VCEL Computation Engines (247 engines / 25 categories): Engine versioning when a statutory formula changes,4,1,4,3,High,"computationEngines table has no version column (schema.ts:8362) -- confirmed by direct read, same finding as row 16.",Engine versioning on statutory-formula change does not exist -- an engine update overwrites the prior formula with no history,Engine versioning on statutory-formula change does not exist -- an engine update overwrites the prior formula with no history. Add engineVersion + effectiveFrom/effectiveTo to computationEngines; snapshot version used at calculation time on the calling record (same fix as row 16).,"Registry was designed as a discoverability catalog, not a versioned artifact store.",Cannot prove which formula version computed a historical statutory number after a slab/rate change -- audit and re-filing risk.,See gap analysis: Engine versioning on statutory-formula change does not exist -- an engine update overwrites the prior formula with no history,High,Add engineVersion + effectiveFrom/effectiveTo to computationEngines; snapshot version used at calculation time on the calling record (same fix as row 16).,None identified,Add engineVersion + effectiveFrom/effectiveTo to computationEngines; snapshot version used at calculation time on the calling record (same fix as row 16).,None,High,1-2 weeks,High,Backend Engineering,Add engineVersion + effectiveFrom/effectiveTo to computationEngines; snapshot version used at calculation time on the calling record (same fix as row 16).,Add engineVersion + effectiveFrom/effectiveTo to computationEngines; snapshot version used at calculation time on the calling record (same fix as row 16).,Gap closed and re-verified via docs/master/CAPABILITY_COVERAGE.md SQL re-run,docs/master/CAPABILITY_COVERAGE.md SQL re-run,Re-verify via docs/master/CAPABILITY_COVERAGE.md SQL re-run after remediation,Evaluated - Gap Open,,Assessed via docs/master/CAPABILITY_COVERAGE.md SQL re-run on 2026-07-16.,Yes,No,Yes,Yes,Yes,No,No,No,No,Partial,Yes,2026-07-16,2026-08-16,v1,Claude Sonnet 5,"Phase 2 - Security, Compliance & Governance"
VERIDIAN AI OS Platform & Core Systems,VCEL Computation Engines (247 engines / 25 categories),VCEL Computation Engines (247 engines / 25 categories): Cross-engine consistency (two engines agreeing on shared inputs),4,2,4,2,Medium,No cross-engine consistency check found (e.g. GST engine and Accounting engine agreeing on the same tax amount for a shared invoice) -- each of the 211 engines computes independently with no meta-layer reconciliation.,Cross-Engine Consistency (two engines agreeing on shared inputs) is not verified anywhere,"Cross-Engine Consistency (two engines agreeing on shared inputs) is not verified anywhere. For financially material overlaps (e.g. GST amount appearing in both GST Engine and Accounting Engine outputs), add a reconciliation check.",Engines were built one category at a time; no shared-input reconciliation layer exists across categories.,Two engines could silently disagree on a value derived from the same input with nothing to flag the discrepancy.,See gap analysis: Cross-Engine Consistency (two engines agreeing on shared inputs) is not verified anywhere,Medium,"For financially material overlaps (e.g. GST amount appearing in both GST Engine and Accounting Engine outputs), add a reconciliation check.",None identified,"For financially material overlaps (e.g. GST amount appearing in both GST Engine and Accounting Engine outputs), add a reconciliation check.",None,Medium,1-2 weeks,High,Backend Engineering,"For financially material overlaps (e.g. GST amount appearing in both GST Engine and Accounting Engine outputs), add a reconciliation check.","For financially material overlaps (e.g. GST amount appearing in both GST Engine and Accounting Engine outputs), add a reconciliation check.",Gap closed and re-verified via docs/master/CAPABILITY_COVERAGE.md SQL re-run,docs/master/CAPABILITY_COVERAGE.md SQL re-run,Re-verify via docs/master/CAPABILITY_COVERAGE.md SQL re-run after remediation,Evaluated - Gap Open,,Assessed via docs/master/CAPABILITY_COVERAGE.md SQL re-run on 2026-07-16.,Yes,No,Yes,Yes,Yes,No,No,No,No,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Sonnet 5,"Phase 2 - Security, Compliance & Governance"
VERIDIAN AI OS Platform & Core Systems,GST / Tax Compliance Engine,GST / Tax Compliance Engine: Import to validate to reconcile to file pipeline completeness,5,4,5,1,Low,"Real end-to-end pipeline confirmed in src/lib/gst/: column-mapper.ts (import), validation-engine.ts (validate), reconciliation-engine.ts (reconcile, exact/probable/mismatch buckets studied from india-compliance/aerele), return-generator.ts (file). Worker agents confirm_gst_batch/run_gst_reconciliation/generate_gst_return/generate_gst_ai_review are 100% wired per CAPABILITY_COVERAGE.md.","Pipeline is complete for GSTR-1/3B; broader GST return types (GSTR-9 annual, GSTR-9C reconciliation statement) were not confirmed as covered in this pass","Pipeline is complete for GSTR-1/3B; broader GST return types (GSTR-9 annual, GSTR-9C reconciliation statement) were not confirmed as covered in this pass. Confirm and extend coverage to GSTR-9/9C if there is customer demand.",Initial build (2026-07-08) prioritized the highest-frequency monthly return types.,CAs using the tool for annual returns may still need manual work outside the pipeline.,"See gap analysis: Pipeline is complete for GSTR-1/3B; broader GST return types (GSTR-9 annual, GSTR-9C reconciliation statement) were not confirmed as covered in this pass",Low,Confirm and extend coverage to GSTR-9/9C if there is customer demand.,None identified,Confirm and extend coverage to GSTR-9/9C if there is customer demand.,None,Medium,1-2 weeks,High,Backend Engineering,Confirm and extend coverage to GSTR-9/9C if there is customer demand.,Confirm and extend coverage to GSTR-9/9C if there is customer demand.,Gap closed and re-verified via Code review,Code review,Re-verify via Code review after remediation,Evaluated - Gap Open,,Assessed via Code review on 2026-07-16.,Yes,No,Yes,Yes,Yes,No,No,No,No,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Opus 4.8,"Phase 2 - Security, Compliance & Governance"
VERIDIAN AI OS Platform & Core Systems,GST / Tax Compliance Engine,GST / Tax Compliance Engine: Country-neutral vs India-specific logic cleanly separated,4,4,4,0,None,"src/lib/engines/in/ (gst-engine.ts, income-tax-engine.ts, tds-engine.ts) is a clean India-specific subdirectory, separate from the 21 country-neutral engine files directly under src/lib/engines/ -- a real, verifiable separation of concerns.",None,None. No further action needed.,N/A,N/A,See gap analysis: None,Low,Maintain the in/ subdirectory convention as more country-specific logic (if any) is added for other geographies.,None identified,Maintain the in/ subdirectory convention as more country-specific logic (if any) is added for other geographies.,None,Medium,N/A,High,Backend Engineering,N/A - no gap,N/A,No further gap on next review,Code review,Re-verify via Code review after remediation,Evaluated - No Gap,,Assessed via Code review on 2026-07-16.,Yes,No,Yes,Yes,Yes,No,No,No,No,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Sonnet 5,"Phase 2 - Security, Compliance & Governance"
VERIDIAN AI OS Platform & Core Systems,GST / Tax Compliance Engine,GST / Tax Compliance Engine: Statutory formula accuracy against current GST slabs and filing formats,5,3,5,2,Medium,"GSTN JSON schema (public government spec) is implemented clean-room; reconciliation-engine.ts cites india-compliance/aerele's approach (GPL-3.0, no code copied) as reference only.","No evidence of a scheduled process re-verifying formulas against current GST Council slab/rate notifications -- accuracy is as-built-in-2026-07-08, not continuously re-validated against rate changes","No evidence of a scheduled process re-verifying formulas against current GST Council slab/rate notifications -- accuracy is as-built-in-2026-07-08, not continuously re-validated against rate changes. Add a scheduled review (quarterly, aligned to GST Council meeting cadence) cross-checking engine constants against the latest notifications.",No recurring statutory-update-monitoring process wired to the GST engine.,A GST rate change not reflected promptly could produce incorrect filings for customers relying on the tool.,"See gap analysis: No evidence of a scheduled process re-verifying formulas against current GST Council slab/rate notifications -- accuracy is as-built-in-2026-07-08, not continuously re-validated against rate changes",High,"Add a scheduled review (quarterly, aligned to GST Council meeting cadence) cross-checking engine constants against the latest notifications.",None identified,"Add a scheduled review (quarterly, aligned to GST Council meeting cadence) cross-checking engine constants against the latest notifications.",None,Medium,1 week,High,Backend Engineering,"Add a scheduled review (quarterly, aligned to GST Council meeting cadence) cross-checking engine constants against the latest notifications.","Add a scheduled review (quarterly, aligned to GST Council meeting cadence) cross-checking engine constants against the latest notifications.",Gap closed and re-verified via Code review,Code review,Re-verify via Code review after remediation,Evaluated - Gap Open,,Assessed via Code review on 2026-07-16.,Yes,No,Yes,Yes,Yes,No,No,No,No,Partial,Yes,2026-07-16,2026-10-14,v1,Claude Opus 4.8,"Phase 2 - Security, Compliance & Governance"
